,Age,Weight,Duration,Heart_Rate,Body_Temp,Calories
8645,53,70.0,25.0,102.0,40.6,150.0
8646,44,82.0,6.0,87.0,39.3,23.0
8647,67,72.0,13.0,95.0,40.3,71.0
8648,27,104.0,17.0,92.0,40.3,72.0
8649,41,66.0,22.0,93.0,40.9,107.0
8650,35,47.0,15.0,90.0,40.3,71.0
8651,35,81.0,18.0,96.0,40.4,85.0
8652,57,75.0,28.0,113.0,40.7,201.0
8654,28,50.0,25.0,97.0,41.0,133.0
8655,79,66.0,17.0,99.0,40.3,105.0
8656,68,56.0,19.0,107.0,40.4,133.0
8657,29,79.0,23.0,90.0,40.6,96.0
8658,48,96.0,8.0,80.0,39.6,26.0
8659,62,65.0,11.0,88.0,39.5,52.0
8660,23,54.0,6.0,86.0,39.5,24.0
8661,26,87.0,23.0,100.0,40.7,116.0
8662,43,49.0,12.0,83.0,39.9,49.0
8663,27,82.0,27.0,109.0,40.6,171.0
8664,45,81.0,13.0,95.0,40.0,65.0
8665,39,105.0,18.0,99.0,40.5,106.0
8666,43,94.0,14.0,87.0,40.5,57.0
8667,29,71.0,13.0,91.0,40.3,45.0
8668,26,82.0,28.0,112.0,40.7,189.0
8669,79,92.0,17.0,104.0,40.2,141.0
8670,61,87.0,23.0,98.0,40.8,148.0
8672,41,87.0,15.0,83.0,40.3,48.0
8673,38,77.0,9.0,94.0,39.6,41.0
8674,30,75.0,1.0,77.0,38.2,2.0
8675,66,64.0,14.0,95.0,39.8,78.0
8676,37,99.0,12.0,87.0,40.0,46.0
8677,65,89.0,23.0,103.0,40.7,171.0
8678,25,81.0,19.0,104.0,40.0,104.0
8679,55,64.0,21.0,98.0,40.6,120.0
8680,20,46.0,14.0,91.0,40.5,64.0
8681,72,112.0,24.0,107.0,40.6,213.0
8682,47,101.0,22.0,103.0,40.9,150.0
8683,38,85.0,29.0,110.0,40.8,205.0
8684,56,76.0,11.0,90.0,39.7,52.0
8685,41,47.0,9.0,93.0,39.7,46.0
8686,39,56.0,24.0,109.0,40.7,161.0
8687,41,69.0,25.0,108.0,41.2,165.0
8688,70,63.0,13.0,85.0,39.9,60.0
8689,58,58.0,2.0,89.0,38.0,10.0
8690,21,102.0,7.0,84.0,39.3,19.0
8691,52,76.0,14.0,97.0,40.4,78.0
8692,49,77.0,5.0,95.0,39.6,26.0
8693,36,87.0,19.0,105.0,40.4,119.0
8694,45,84.0,6.0,95.0,39.1,31.0
8695,59,79.0,9.0,82.0,40.0,35.0
8696,28,72.0,13.0,92.0,40.1,58.0
8697,36,83.0,21.0,107.0,40.5,136.0
8698,41,71.0,16.0,85.0,40.2,51.0
8699,59,86.0,14.0,94.0,39.9,80.0
8700,63,73.0,9.0,88.0,39.5,42.0
8701,67,54.0,5.0,89.0,39.1,25.0
8702,57,60.0,19.0,91.0,40.2,96.0
8703,39,69.0,8.0,79.0,39.8,17.0
8704,21,62.0,14.0,91.0,39.9,61.0
8705,43,89.0,15.0,94.0,40.4,75.0
8706,69,88.0,15.0,99.0,39.9,105.0
8707,21,60.0,16.0,96.0,40.0,79.0
8708,41,74.0,3.0,77.0,38.5,9.0
8709,21,83.0,10.0,89.0,39.5,31.0
8710,70,69.0,8.0,87.0,39.3,38.0
8711,40,68.0,11.0,93.0,40.1,53.0
8712,54,82.0,30.0,110.0,40.7,234.0
8713,44,84.0,3.0,84.0,38.4,10.0
8714,32,69.0,7.0,88.0,39.4,29.0
8715,42,69.0,5.0,88.0,39.2,18.0
8716,41,101.0,14.0,94.0,40.3,72.0
8718,37,95.0,29.0,116.0,40.6,237.0
8719,48,78.0,5.0,86.0,39.6,19.0
8720,23,101.0,27.0,106.0,41.0,165.0
8721,51,48.0,12.0,87.0,39.9,56.0
8722,41,74.0,25.0,105.0,41.0,156.0
8723,23,52.0,29.0,114.0,40.9,203.0
8724,57,57.0,2.0,90.0,38.0,10.0
8725,33,62.0,20.0,99.0,40.0,109.0
8726,35,67.0,13.0,93.0,40.2,62.0
8727,65,98.0,18.0,97.0,40.4,121.0
8728,32,72.0,29.0,102.0,40.8,154.0
8729,25,95.0,29.0,112.0,41.1,202.0
8730,38,76.0,25.0,109.0,40.4,169.0
8731,37,54.0,13.0,105.0,40.2,81.0
8732,22,70.0,15.0,96.0,40.2,72.0
8733,33,60.0,8.0,84.0,39.4,31.0
8734,25,73.0,15.0,105.0,40.2,82.0
8735,72,59.0,2.0,71.0,38.6,6.0
8736,26,100.0,26.0,106.0,40.9,162.0
8737,25,63.0,22.0,101.0,40.6,121.0
8738,51,89.0,24.0,108.0,40.9,180.0
8739,32,59.0,12.0,93.0,40.1,58.0
8740,21,67.0,5.0,89.0,39.2,20.0
8741,32,94.0,24.0,98.0,40.8,124.0
8742,48,95.0,27.0,104.0,40.6,186.0
8743,40,85.0,30.0,107.0,40.7,202.0
8744,24,75.0,13.0,97.0,40.2,55.0
8745,42,87.0,15.0,86.0,40.2,56.0
8746,65,85.0,8.0,100.0,39.8,55.0
8747,52,84.0,4.0,84.0,38.9,15.0
8748,34,79.0,19.0,96.0,40.6,93.0
8749,44,74.0,26.0,112.0,40.3,193.0
8750,53,64.0,28.0,104.0,40.7,176.0
8751,72,83.0,27.0,104.0,41.2,210.0
8752,35,60.0,26.0,108.0,40.8,168.0
8753,33,82.0,5.0,86.0,38.9,16.0
8754,73,106.0,27.0,101.0,40.4,212.0
8755,25,90.0,19.0,92.0,40.4,73.0
8756,33,81.0,21.0,102.0,40.6,117.0
8757,31,52.0,5.0,89.0,39.2,22.0
8758,28,71.0,20.0,97.0,40.2,100.0
8759,44,97.0,19.0,104.0,40.1,128.0
8760,27,85.0,16.0,101.0,40.1,83.0
8761,39,92.0,19.0,105.0,40.1,124.0
8762,41,83.0,6.0,90.0,39.4,26.0
8763,25,71.0,5.0,94.0,39.2,23.0
8764,58,65.0,27.0,106.0,40.6,178.0
8765,60,91.0,18.0,99.0,39.9,119.0
8766,74,80.0,14.0,93.0,39.9,86.0
8767,27,53.0,10.0,92.0,40.0,47.0
8768,30,57.0,16.0,95.0,40.2,80.0
8769,30,65.0,19.0,102.0,40.7,108.0
8770,20,105.0,21.0,99.0,40.5,105.0
8771,79,65.0,2.0,84.0,38.0,9.0
8772,28,79.0,28.0,103.0,40.7,152.0
8773,66,101.0,8.0,87.0,39.6,43.0
8774,60,102.0,11.0,88.0,39.9,57.0
8775,26,58.0,10.0,91.0,39.6,45.0
8776,52,87.0,9.0,91.0,39.7,44.0
8777,30,80.0,9.0,92.0,39.4,35.0
8778,59,57.0,28.0,110.0,40.5,200.0
8779,55,83.0,14.0,98.0,40.1,85.0
8780,49,106.0,24.0,111.0,40.5,197.0
8781,57,84.0,11.0,98.0,39.9,68.0
8782,61,96.0,26.0,107.0,41.2,207.0
8783,38,86.0,14.0,95.0,40.4,68.0
8784,61,62.0,4.0,85.0,38.5,18.0
8785,78,54.0,2.0,89.0,38.0,11.0
8786,58,62.0,7.0,79.0,39.8,26.0
8787,30,68.0,27.0,100.0,41.0,146.0
8788,43,61.0,3.0,98.0,38.4,17.0
8789,63,71.0,29.0,108.0,40.9,197.0
8790,63,45.0,14.0,101.0,40.1,90.0
8791,53,64.0,8.0,89.0,39.9,38.0
8792,63,73.0,23.0,106.0,40.6,151.0
8793,60,67.0,8.0,80.0,39.5,31.0
8794,28,56.0,20.0,103.0,40.6,117.0
8795,46,60.0,22.0,106.0,40.7,142.0
8796,50,102.0,2.0,81.0,38.3,7.0
8797,23,81.0,21.0,104.0,40.2,113.0
8798,28,56.0,28.0,111.0,40.9,188.0
8799,22,96.0,28.0,117.0,40.9,213.0
8800,42,76.0,29.0,108.0,41.1,197.0
8801,36,69.0,8.0,88.0,39.6,34.0
8802,27,73.0,29.0,109.0,41.0,178.0
8803,40,93.0,2.0,91.0,38.3,9.0
8804,33,82.0,23.0,102.0,40.8,128.0
8805,35,72.0,24.0,95.0,40.7,118.0
8806,70,84.0,26.0,110.0,40.7,224.0
8807,22,94.0,26.0,108.0,40.6,161.0
8808,22,91.0,7.0,87.0,39.3,21.0
8809,24,84.0,26.0,113.0,40.9,178.0
8810,20,90.0,20.0,106.0,40.4,114.0
8811,21,70.0,15.0,96.0,40.2,72.0
8812,21,57.0,18.0,97.0,40.2,91.0
8813,62,61.0,3.0,85.0,38.7,13.0
8814,49,78.0,12.0,94.0,40.0,61.0
8815,34,61.0,1.0,74.0,38.2,3.0
8816,22,52.0,22.0,103.0,41.0,128.0
8817,35,55.0,2.0,80.0,38.0,7.0
8818,31,85.0,10.0,83.0,39.5,27.0
8819,22,59.0,6.0,87.0,39.4,24.0
8820,30,58.0,19.0,100.0,40.5,105.0
8821,42,62.0,24.0,105.0,40.4,150.0
8822,26,58.0,28.0,109.0,40.8,180.0
8823,22,57.0,29.0,107.0,40.5,179.0
8824,62,59.0,29.0,111.0,41.0,211.0
8825,26,46.0,28.0,105.0,40.9,173.0
8826,52,69.0,20.0,97.0,40.5,109.0
8827,24,47.0,20.0,99.0,40.6,110.0
8828,45,78.0,12.0,99.0,39.8,65.0
8829,40,79.0,12.0,89.0,39.7,47.0
8830,35,51.0,18.0,96.0,40.6,95.0
8831,40,109.0,2.0,76.0,38.1,5.0
8832,79,87.0,21.0,100.0,40.5,160.0
8833,21,86.0,23.0,96.0,41.0,96.0
8834,52,63.0,14.0,96.0,40.0,76.0
8835,70,73.0,25.0,107.0,40.7,170.0
8836,66,84.0,24.0,109.0,40.5,198.0
8837,46,87.0,27.0,106.0,40.8,187.0
8838,20,81.0,26.0,110.0,40.8,159.0
8839,61,89.0,11.0,88.0,40.0,55.0
8840,21,63.0,8.0,80.0,39.6,25.0
8841,28,75.0,18.0,98.0,40.3,91.0
8842,23,89.0,8.0,82.0,39.7,18.0
8843,20,79.0,15.0,95.0,40.2,57.0
8844,27,90.0,20.0,103.0,40.3,112.0
8845,62,67.0,28.0,105.0,40.8,183.0
8846,24,93.0,20.0,93.0,40.4,80.0
8847,20,76.0,26.0,108.0,41.2,155.0
8848,32,108.0,17.0,96.0,40.1,88.0
8849,75,60.0,7.0,81.0,39.5,30.0
8850,35,39.0,6.0,90.0,39.1,29.0
8852,33,76.0,18.0,89.0,40.1,63.0
8853,53,54.0,22.0,100.0,40.6,132.0
8854,38,88.0,27.0,102.0,40.9,160.0
8855,35,84.0,8.0,80.0,39.7,19.0
8856,47,76.0,24.0,100.0,40.8,134.0
8857,30,88.0,4.0,78.0,39.1,8.0
8858,43,80.0,27.0,103.0,40.9,166.0
8859,20,60.0,29.0,107.0,40.3,177.0
8860,22,78.0,12.0,91.0,40.1,40.0
8862,24,78.0,8.0,85.0,39.6,20.0
8863,28,95.0,2.0,89.0,38.6,7.0
8864,21,99.0,27.0,98.0,41.0,128.0
8865,51,90.0,2.0,83.0,38.1,7.0
8867,28,60.0,20.0,98.0,40.7,105.0
8868,23,62.0,23.0,103.0,40.8,131.0
8869,58,89.0,2.0,89.0,38.4,10.0
8870,24,50.0,14.0,95.0,40.3,70.0
8871,33,79.0,13.0,101.0,40.0,70.0
8872,25,107.0,9.0,92.0,39.7,38.0
8873,37,56.0,8.0,90.0,39.5,37.0
8874,31,100.0,23.0,100.0,41.0,128.0
8875,35,79.0,26.0,106.0,41.0,161.0
8876,69,54.0,21.0,97.0,40.1,125.0
8877,31,58.0,21.0,100.0,40.5,117.0
8878,43,58.0,29.0,106.0,41.1,186.0
8880,60,102.0,25.0,104.0,40.5,190.0
8881,34,60.0,4.0,78.0,39.0,13.0
8882,22,91.0,23.0,102.0,40.8,120.0
8883,57,89.0,19.0,97.0,40.6,116.0
8884,64,79.0,17.0,99.0,40.3,98.0
8885,32,52.0,5.0,89.0,39.2,22.0
8886,59,90.0,25.0,93.0,40.8,141.0
8887,45,97.0,8.0,93.0,39.4,41.0
8888,54,97.0,16.0,100.0,40.4,106.0
8889,27,59.0,20.0,96.0,40.3,101.0
8890,52,58.0,11.0,86.0,39.7,49.0
8891,28,69.0,3.0,79.0,38.9,9.0
8892,39,50.0,27.0,96.0,40.5,145.0
8893,27,103.0,29.0,107.0,41.0,188.0
8894,22,79.0,15.0,94.0,40.3,57.0
8895,50,67.0,3.0,83.0,38.2,12.0
8896,72,75.0,15.0,89.0,40.0,73.0
8897,55,70.0,11.0,83.0,40.0,44.0
8898,26,58.0,28.0,114.0,40.7,195.0
8899,79,119.0,14.0,94.0,39.9,103.0
8900,31,112.0,20.0,107.0,40.7,138.0
8901,22,77.0,27.0,106.0,41.2,156.0
8902,65,96.0,16.0,87.0,40.4,83.0
8903,70,64.0,23.0,106.0,40.3,157.0
8904,56,84.0,15.0,86.0,39.9,65.0
8905,42,71.0,16.0,91.0,40.2,74.0
8906,38,91.0,11.0,100.0,40.2,63.0
8907,44,90.0,12.0,93.0,40.0,59.0
8908,32,83.0,14.0,99.0,40.1,71.0
8909,62,75.0,12.0,92.0,39.8,60.0
8910,57,66.0,10.0,92.0,39.4,51.0
8911,32,81.0,5.0,92.0,39.1,20.0
8912,37,53.0,2.0,84.0,38.0,8.0
8913,42,93.0,22.0,105.0,40.6,147.0
8914,46,72.0,18.0,89.0,40.4,72.0
8915,48,60.0,21.0,98.0,40.6,110.0
8916,40,76.0,18.0,100.0,40.4,99.0
8917,22,84.0,26.0,102.0,40.5,132.0
8918,26,93.0,22.0,101.0,40.6,117.0
8919,62,94.0,14.0,89.0,40.1,74.0
8920,49,100.0,3.0,85.0,38.3,13.0
8921,27,79.0,21.0,105.0,40.0,119.0
8922,61,87.0,25.0,112.0,40.7,213.0
8923,22,74.0,8.0,85.0,39.5,18.0
8924,52,74.0,6.0,88.0,39.3,25.0
8925,23,42.0,22.0,98.0,40.2,119.0
8926,53,67.0,29.0,109.0,40.9,197.0
8927,43,71.0,12.0,91.0,40.1,56.0
8928,46,73.0,28.0,116.0,40.9,205.0
8929,69,69.0,6.0,92.0,39.7,33.0
8930,71,97.0,9.0,86.0,39.9,48.0
8931,26,36.0,5.0,91.0,39.2,24.0
8932,27,61.0,17.0,96.0,40.5,85.0
8933,40,89.0,25.0,109.0,40.4,157.0
8934,79,81.0,15.0,98.0,40.1,107.0
8935,24,58.0,27.0,114.0,40.8,187.0
8936,22,81.0,16.0,97.0,40.3,76.0
8937,23,69.0,2.0,83.0,38.0,7.0
8938,74,50.0,19.0,101.0,40.5,124.0
8939,30,70.0,28.0,108.0,40.7,175.0
8940,76,86.0,18.0,100.0,40.5,134.0
8941,61,72.0,13.0,85.0,39.9,54.0
8942,65,58.0,14.0,97.0,40.2,82.0
8943,24,60.0,6.0,78.0,39.5,18.0
8944,24,84.0,21.0,98.0,40.6,96.0
8945,73,75.0,23.0,97.0,40.7,152.0
8946,33,97.0,2.0,82.0,38.0,6.0
8947,47,103.0,3.0,72.0,39.1,7.0
8948,32,82.0,7.0,83.0,39.4,19.0
8949,37,62.0,26.0,101.0,40.7,149.0
8950,47,69.0,29.0,117.0,41.1,218.0
8951,38,99.0,13.0,93.0,40.1,63.0
8952,31,59.0,4.0,73.0,39.1,11.0
8953,37,64.0,14.0,99.0,40.6,77.0
8955,33,64.0,3.0,83.0,38.7,11.0
8956,22,79.0,19.0,100.0,40.5,89.0
8957,56,63.0,20.0,110.0,40.7,140.0
8958,64,95.0,17.0,95.0,40.3,107.0
8959,29,64.0,8.0,97.0,39.9,41.0
8960,64,75.0,5.0,87.0,39.3,23.0
8961,65,54.0,11.0,87.0,40.0,53.0
8962,29,79.0,9.0,84.0,39.6,23.0
8963,37,88.0,9.0,90.0,39.5,37.0
8964,50,45.0,23.0,102.0,40.8,145.0
8965,24,87.0,12.0,89.0,40.2,39.0
8966,41,60.0,13.0,95.0,40.1,67.0
8967,74,83.0,10.0,93.0,40.4,62.0
8968,20,98.0,5.0,88.0,39.2,16.0
8970,35,98.0,24.0,103.0,40.6,148.0
8971,68,87.0,11.0,92.0,40.1,64.0
8972,24,69.0,10.0,103.0,40.0,50.0
8973,26,78.0,8.0,94.0,39.4,32.0
8974,61,96.0,2.0,73.0,38.5,6.0
8975,62,83.0,8.0,75.0,39.5,23.0
8976,47,72.0,23.0,103.0,40.5,142.0
8977,69,83.0,29.0,114.0,40.9,265.0
8978,41,100.0,19.0,102.0,40.4,121.0
8979,35,86.0,17.0,101.0,40.4,95.0
8980,23,60.0,3.0,83.0,38.5,11.0
8981,56,62.0,6.0,91.0,39.6,30.0
8982,33,97.0,22.0,101.0,40.4,126.0
8983,21,73.0,17.0,96.0,40.4,81.0
8984,65,54.0,23.0,97.0,40.4,136.0
8985,35,55.0,16.0,92.0,40.5,77.0
8986,22,64.0,21.0,102.0,40.5,98.0
8988,35,69.0,11.0,96.0,39.8,56.0
8989,48,73.0,7.0,100.0,39.3,41.0
8990,59,82.0,13.0,84.0,39.8,53.0
8991,72,73.0,15.0,97.0,40.5,86.0
8993,45,92.0,17.0,97.0,40.3,95.0
8994,22,90.0,20.0,96.0,40.5,86.0
8995,27,74.0,4.0,87.0,38.8,16.0
8996,57,93.0,6.0,90.0,39.4,31.0
8997,20,78.0,24.0,110.0,40.8,148.0
8998,57,88.0,28.0,101.0,40.8,188.0
8999,27,93.0,27.0,104.0,40.4,157.0
9001,21,87.0,12.0,88.0,39.9,36.0
9002,29,75.0,20.0,98.0,40.5,102.0
9003,24,71.0,23.0,103.0,40.4,116.0
9004,72,79.0,6.0,81.0,39.1,25.0
9005,26,93.0,13.0,89.0,40.3,46.0
9006,56,61.0,20.0,94.0,40.7,106.0
9007,66,54.0,19.0,90.0,40.2,98.0
9008,25,93.0,17.0,96.0,40.6,77.0
9009,35,75.0,19.0,100.0,40.5,103.0
9010,24,48.0,4.0,91.0,38.8,18.0
9011,40,55.0,8.0,83.0,39.7,32.0
9012,33,64.0,11.0,90.0,39.8,37.0
9013,24,47.0,20.0,98.0,40.4,108.0
9014,25,56.0,20.0,93.0,40.4,95.0
9015,47,59.0,29.0,102.0,41.1,175.0
9016,20,91.0,10.0,93.0,40.1,38.0
9018,27,75.0,2.0,86.0,38.2,5.0
9019,27,77.0,29.0,117.0,40.9,216.0
9020,24,65.0,4.0,76.0,38.8,11.0
9021,37,59.0,10.0,90.0,39.8,46.0
9023,22,86.0,12.0,97.0,40.2,53.0
9024,47,94.0,20.0,94.0,40.5,106.0
9025,39,98.0,3.0,76.0,38.7,7.0
9026,74,85.0,11.0,82.0,39.8,51.0
9027,23,68.0,7.0,93.0,39.4,32.0
9028,39,88.0,25.0,101.0,40.9,146.0
9029,26,66.0,26.0,104.0,41.0,151.0
9030,38,70.0,27.0,108.0,40.7,174.0
9031,47,92.0,14.0,102.0,40.3,91.0
9032,42,81.0,27.0,106.0,40.8,178.0
9033,23,78.0,11.0,87.0,39.7,30.0
9034,54,81.0,19.0,95.0,40.4,97.0
9035,41,101.0,3.0,75.0,38.7,7.0
9036,42,84.0,27.0,108.0,41.0,188.0
9037,21,61.0,30.0,112.0,40.6,199.0
9038,25,62.0,3.0,89.0,38.5,13.0
9039,43,53.0,4.0,84.0,38.8,17.0
9040,41,78.0,28.0,101.0,40.7,156.0
9042,76,68.0,23.0,92.0,40.3,123.0
9043,79,95.0,17.0,91.0,40.4,109.0
9044,54,93.0,18.0,105.0,40.2,131.0
9045,30,67.0,22.0,112.0,40.3,148.0
9046,27,79.0,2.0,79.0,38.2,4.0
9047,47,56.0,2.0,90.0,38.1,10.0
9048,61,87.0,29.0,103.0,41.0,208.0
9049,65,59.0,5.0,81.0,39.3,21.0
9050,23,85.0,17.0,98.0,40.2,77.0
9051,33,80.0,27.0,121.0,40.9,227.0
9052,39,90.0,13.0,105.0,39.9,84.0
9053,43,82.0,13.0,88.0,40.3,51.0
9054,26,76.0,21.0,105.0,40.6,121.0
9055,42,102.0,30.0,107.0,40.9,216.0
9056,36,91.0,7.0,78.0,39.5,16.0
9057,20,93.0,8.0,91.0,39.5,28.0
9058,61,107.0,20.0,99.0,40.8,140.0
9059,28,52.0,7.0,83.0,39.2,26.0
9060,55,94.0,21.0,98.0,40.5,132.0
9061,79,51.0,4.0,83.0,39.1,19.0
9062,22,49.0,27.0,105.0,40.7,164.0
9063,65,82.0,15.0,97.0,40.1,95.0
9064,43,66.0,20.0,102.0,40.2,118.0
9065,26,87.0,8.0,76.0,39.5,11.0
9066,51,68.0,4.0,89.0,38.9,18.0
9067,42,61.0,20.0,111.0,40.9,138.0
9068,31,75.0,20.0,97.0,40.5,91.0
9069,42,60.0,10.0,90.0,40.0,47.0
9070,26,100.0,4.0,81.0,38.9,10.0
9071,29,85.0,18.0,90.0,40.4,65.0
9072,46,73.0,23.0,94.0,40.7,115.0
9073,64,99.0,28.0,103.0,40.6,212.0
9074,27,64.0,12.0,91.0,39.8,53.0
9075,76,64.0,4.0,78.0,39.1,16.0
9076,66,86.0,18.0,100.0,40.4,125.0
9077,20,88.0,6.0,93.0,39.1,22.0
9079,20,85.0,7.0,87.0,39.6,19.0
9080,34,58.0,26.0,108.0,40.7,168.0
9081,48,58.0,3.0,84.0,38.8,12.0
9082,22,71.0,9.0,83.0,39.7,17.0
9083,20,58.0,16.0,85.0,40.4,60.0
9084,33,63.0,30.0,106.0,41.0,185.0
9085,27,85.0,17.0,108.0,40.4,106.0
9086,70,88.0,21.0,105.0,40.3,134.0
9087,30,93.0,18.0,96.0,40.5,86.0
9088,75,119.0,13.0,95.0,39.8,95.0
9089,53,104.0,28.0,106.0,40.6,213.0
9090,29,83.0,28.0,104.0,40.8,160.0
9091,45,70.0,4.0,87.0,39.1,17.0
9092,35,76.0,5.0,79.0,39.0,10.0
9093,63,106.0,21.0,91.0,40.8,123.0
9094,71,67.0,27.0,112.0,40.5,201.0
9095,20,58.0,15.0,90.0,40.3,65.0
9096,50,102.0,7.0,88.0,39.6,33.0
9097,73,64.0,26.0,106.0,40.6,179.0
9098,21,85.0,6.0,82.0,39.3,12.0
9099,29,55.0,18.0,102.0,40.2,104.0
9100,39,69.0,24.0,102.0,41.0,138.0
9101,38,88.0,9.0,94.0,39.7,43.0
9102,60,70.0,11.0,97.0,39.8,62.0
9103,31,92.0,13.0,92.0,40.0,54.0
9104,45,91.0,14.0,94.0,39.9,72.0
9105,22,84.0,13.0,92.0,40.1,47.0
9106,45,50.0,17.0,102.0,40.4,104.0
9107,25,62.0,10.0,90.0,39.7,43.0
9108,46,69.0,13.0,90.0,40.0,60.0
9109,43,95.0,8.0,83.0,39.3,28.0
9110,41,87.0,19.0,104.0,40.6,121.0
9111,74,100.0,10.0,92.0,39.7,64.0
9112,26,75.0,11.0,85.0,39.9,28.0
9113,64,71.0,19.0,100.0,40.5,113.0
9114,52,58.0,13.0,98.0,40.4,74.0
9115,48,67.0,9.0,95.0,39.7,47.0
9116,20,77.0,25.0,103.0,40.6,136.0
9117,28,82.0,12.0,94.0,39.6,50.0
9118,68,89.0,4.0,86.0,38.8,20.0
9119,28,101.0,5.0,87.0,39.4,17.0
9120,28,99.0,8.0,81.0,39.7,20.0
9121,56,95.0,14.0,92.0,40.0,76.0
9122,24,74.0,12.0,93.0,39.8,43.0
9123,66,60.0,12.0,85.0,40.2,55.0
9124,34,91.0,21.0,98.0,40.4,109.0
9125,21,80.0,12.0,103.0,39.9,65.0
9126,38,68.0,19.0,98.0,40.7,101.0
9127,29,69.0,24.0,104.0,40.4,139.0
9128,49,75.0,26.0,103.0,40.6,165.0
9129,27,90.0,11.0,95.0,39.9,48.0
9130,23,88.0,4.0,84.0,38.7,10.0
9131,33,70.0,23.0,105.0,40.7,137.0
9132,40,84.0,18.0,101.0,40.3,104.0
9133,66,61.0,23.0,102.0,40.6,146.0
9134,79,70.0,23.0,97.0,40.5,136.0
9135,62,92.0,24.0,105.0,40.4,183.0
9136,67,62.0,10.0,89.0,39.6,50.0
9137,42,95.0,21.0,104.0,40.9,138.0
9138,58,49.0,27.0,106.0,40.8,184.0
9139,47,81.0,17.0,101.0,40.0,103.0
9140,38,67.0,6.0,77.0,39.4,19.0
9141,23,65.0,16.0,87.0,40.3,63.0
9142,22,96.0,13.0,89.0,40.3,44.0
9143,45,56.0,25.0,105.0,40.7,159.0
9144,63,56.0,17.0,104.0,40.6,112.0
9145,56,90.0,9.0,86.0,39.4,40.0
9146,54,58.0,16.0,98.0,40.5,92.0
9147,74,85.0,28.0,101.0,41.1,209.0
9148,47,67.0,13.0,91.0,40.6,62.0
9149,41,65.0,13.0,100.0,40.2,73.0
9150,26,81.0,28.0,105.0,40.7,159.0
9151,23,56.0,18.0,93.0,40.6,85.0
9152,74,88.0,9.0,88.0,39.4,50.0
9153,50,65.0,10.0,94.0,39.9,52.0
9154,31,77.0,16.0,101.0,40.3,83.0
9155,46,62.0,18.0,95.0,40.5,94.0
9156,22,91.0,12.0,96.0,40.0,52.0
9157,48,94.0,6.0,85.0,39.1,24.0
9158,31,89.0,15.0,90.0,39.9,57.0
9159,41,104.0,9.0,89.0,39.5,40.0
9160,21,52.0,26.0,106.0,41.0,159.0
9161,76,106.0,2.0,80.0,38.1,10.0
9162,69,92.0,8.0,90.0,39.6,46.0
9163,49,55.0,26.0,100.0,40.7,154.0
9164,32,62.0,2.0,91.0,38.4,9.0
9165,22,89.0,15.0,93.0,40.2,58.0
9166,47,64.0,15.0,98.0,40.2,83.0
9167,57,62.0,16.0,95.0,40.2,87.0
9168,52,62.0,28.0,112.0,41.1,201.0
9169,32,86.0,23.0,97.0,40.5,112.0
9170,58,57.0,12.0,89.0,40.0,59.0
9171,21,67.0,13.0,94.0,40.0,60.0
9172,67,67.0,17.0,92.0,40.2,89.0
9173,54,71.0,23.0,103.0,40.7,141.0
9174,52,58.0,21.0,108.0,40.5,143.0
9175,36,97.0,15.0,104.0,40.6,95.0
9176,55,82.0,27.0,109.0,40.7,179.0
9177,50,72.0,8.0,89.0,39.7,36.0
9178,32,65.0,6.0,80.0,39.5,20.0
9179,66,58.0,24.0,107.0,40.5,166.0
9180,64,91.0,11.0,89.0,39.9,58.0
9181,25,63.0,25.0,106.0,40.4,135.0
9182,56,55.0,17.0,94.0,40.2,92.0
9183,25,66.0,9.0,86.0,40.3,35.0
9184,39,62.0,16.0,91.0,40.4,75.0
9185,47,64.0,18.0,110.0,40.2,123.0
9186,22,60.0,6.0,92.0,39.3,18.0
9187,25,75.0,29.0,105.0,41.3,167.0
9188,76,68.0,11.0,101.0,39.9,70.0
9189,61,74.0,4.0,90.0,38.9,19.0
9190,68,56.0,16.0,92.0,40.3,86.0
9191,70,93.0,29.0,114.0,40.8,273.0
9192,51,85.0,16.0,93.0,40.5,82.0
9193,69,92.0,18.0,99.0,40.3,127.0
9194,28,58.0,7.0,82.0,39.5,25.0
9195,32,63.0,10.0,95.0,40.3,50.0
9196,51,63.0,20.0,103.0,40.7,123.0
9197,76,94.0,7.0,90.0,39.0,43.0
9198,67,91.0,17.0,97.0,40.4,113.0
9199,47,57.0,11.0,96.0,39.8,60.0
9200,43,60.0,30.0,99.0,40.8,169.0
9201,74,97.0,11.0,95.0,39.9,75.0
9202,26,61.0,23.0,105.0,40.6,120.0
9203,71,90.0,7.0,93.0,39.7,44.0
9204,68,95.0,15.0,94.0,40.2,95.0
9205,62,71.0,9.0,90.0,39.6,44.0
9206,65,89.0,5.0,87.0,39.1,25.0
9207,62,67.0,6.0,87.0,39.6,28.0
9208,29,64.0,12.0,92.0,39.6,55.0
9209,65,51.0,9.0,79.0,39.8,36.0
9210,20,87.0,30.0,110.0,40.9,188.0
9211,55,60.0,20.0,94.0,40.1,106.0
9212,70,90.0,14.0,95.0,40.1,91.0
9214,50,93.0,26.0,100.0,40.5,165.0
9215,35,83.0,11.0,91.0,40.0,44.0
9216,78,72.0,13.0,88.0,39.9,64.0
9217,54,80.0,21.0,105.0,40.5,147.0
9218,73,100.0,10.0,88.0,39.9,58.0
9219,26,43.0,17.0,102.0,40.4,100.0
